instruction,texts,labels
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,தமிழ் நாட்டை தமிழர் ஆளவேண்டும் என்றால் சீமான் அண்ணன் வர வேண்டும்... ✨️👍,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Dai pongada daiiii inime indha pakkam vandhutadhiga,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Apdi panna veli oorla vela seira tamilargaloda gadhi?,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"as if u people are ready to learn the state languages of which ever state u have migrated to.. U people just oppress other people coming to ur state, but u won't stop going to other states",1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,வல்லம்பர் அடைய திருடம் அண்ணா 🙏,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"seeman anna vaalgeh... ivelleh kastem pattu varusum kannekka katti, katte kuddethe... paadi , paadum  poogehttri... vehlekki vehlekki buthiyea titti titti..  appa appapapa... nitchiyum vetri.. anna seeman TN CM URUTHI... INTHE VARUSUMMEH CM OF TN 2021 VAALGEH NTK... fr Malaysia",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,டேய் தாசிப்பயலே சேகுவாரா படத்தை போட்டுகிட்டு அசிங்கப்படுத்தாதடா,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,வேற என்ன பண்றது உலகம் எல்லாத்துக்கும் சொந்தம்தான,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Tamilnadu eruthu up ne po thala unna epti pakuraga epti eruka slu,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"நேரத்திற்கு தகுந்த பதிவு
என் தமிழ் சகோதரர் எச்சரிக்கை யாக இ௫ங்௧",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,தந்தி TV ல இருக்க எல்லாரு இந்தி வாலா போல அதான் கூட்டு நாடகம் போடுறானு,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion., @rajeshkannan2883  antha karumatha vera pudunguvangala vera punda mavana orama poi olara punda,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,போய் தொலையுறானுங்க நீங்க எதுக்குடா இது போட்டுட்டு இருக்கீங்க,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,15 வருசமா இருந்தும் தமிழ் வார்த்த ஒன்னு கூட ஒழுங்கா வரலயேடா.... லூசு பயழுகலா.‌‌‌...........,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"Unga mela  thappu neraiya solranga ,adgurkkellam Badhil  sollunga, sagodhara. Nan ungalai nambugira telugu kari.",1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,கண்டிப்பாக உள்நாட்டு கலக்கம் மிக விரைவில் வரப்போகிறது அப்போது வடமாணித்தோர் வெளியேறிடுவார்கள் நாமெல்லாம் தமிழர்கள் அவனை ஒரு கை பார்க்க வேண்டும் 💪💪💪,1
